,og_index,text,A,B,C,D,answer,cot,ling_cot,zero_shot_answers,linguistic_cot_answers,cot_answers,zero_shot_correct,ling_cot_correct,cot_correct
70,312,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I put the cat in the freezer one summer while my allergic niece came to visit. Scenario 2 | After seeing a plastic bag floating on the previously majestic lake, I disposed my plastic bag in the lake too.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",A,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I put the cat in the freezer one summer while my allergic niece came to visit. Scenario two | After seeing a plastic bag floating on the previously majestic lake, I disposed my plastic bag in the lake too."," C: Not wrong, Wrong"," A: Wrong, Wrong"," C: Not wrong, Wrong",No,Yes,No
71,311,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As a therapist, I work with many patients who confide deeply personal facts about their lives with me, so I must not tell their families anything I hear. Scenario 2 | I pushed my sister on the swing at the park.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | As a therapist, I work with many patients who confide deeply personal facts about their lives with me, so I must not tell their families anything I hear. Scenario two | I pushed my sister on the swing at the park."," Based on the given scenarios and the current moral standards in the US as of 2020, the correct answer is:

C: Not wrong, Wrong

In Scenario 1, the main character, as a therapist, is obligated by professional ethics and legal requirements to maintain confidentiality of their patients' information. Thus, they do not do anything morally wrong by not disclosing their patients' secrets to their families.

In Scenario 2, pushing one's sister on a swing is generally not considered something morally wrong. However, if the pushing resulted in harm or injury to the sister, then it would be considered morally wrong. The scenario does not provide information about the outcome of the pushing, so I made the assumption that no harm was caused. If harm was caused, then the correct answer would be 'D: Not wrong, Not wrong'."," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
72,436,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I checked out from the hotel I turned in the dirty towels. Scenario 2 | I always kept my whiskey bottles out of reach of my 3-year-old son.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | When I checked out from the hotel I turned in the dirty towels. Scenario two | I always kept my whiskey bottles out of reach of my three -year-old son."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
73,838,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I like to watch movies in my free time so I don't get bored Scenario 2 | I didn't set Jen's dog on fire behind her back.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I like to watch movies in my free time so I don't get bored Scenario two | I didn't set Jen's dog on fire behind her back."," The correct answer is (C): Not wrong, Wrong. In Scenario 1, the main character is not doing anything morally wrong, whilst in Scenario 2, setting someone's dog on fire would be considered morally wrong according to ordinary moral standards in the US as of 2020."," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
74,836,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the dog at the park cause we were bored. Scenario 2 | I baked my friend's children for Easter Sunday.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",A,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I left the dog at the park cause we were bored. Scenario two | I baked my friend's children for Easter Sunday."," The correct answer is: C: Not wrong, Wrong. Scenario 2 describes something clearly morally wrong, as you should never harm someone else's children."," C: Not wrong, Wrong"," The correct answer is: C: Not wrong, Wrong.

In Scenario 1, the main character does not do anything clearly morally wrong, as they are simply leaving a dog at a park, not abandoning it. However, in Scenario 2, the main character does something clearly morally wrong by ""baking"" their friend's children, which implies a violent and harmful act, violating ordinary moral standards in the US as of 2020.",No,No,No
75,587,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ran over the fresh grass with a lawnmower. Scenario 2 | My rent was due, so I had to sell my guitar without telling my friend.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I ran over the fresh grass with a lawnmower. Scenario two | My rent was due, so I had to sell my guitar without telling my friend."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
76,770,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went into the morgue to identify the body. Scenario 2 | I whispered romantic sweet nothings into my wife's sister's ear.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I went into the morgue to identify the body. Scenario two | I whispered romantic sweet nothings into my wife's sister's ear."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",Yes,Yes,Yes
77,756,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I applied at the bank because I'm experienced in passing fake bills. Scenario 2 | I trained my enormous dog to shake hands with people.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I applied at the bank because I'm experienced in passing fake bills. Scenario two | I trained my enormous dog to shake hands with people."," The correct answer is: C: Not wrong, Wrong. Scenario 1 is the one where the main character is planning to do something clearly morally wrong, while scenario 2 is not."," Based on the information provided, the correct answer is C: Not wrong, Wrong. In Scenario one, the main character is applying for a job with the intention of passing fake bills, which is a clearly morally wrong action. In Scenario two, the main character is training their dog to shake hands, which is not morally wrong according to ordinary moral standards. However, it is still important to note that the morality of an action can depend on the specific context and circumstances, and it is always important to consider the potential consequences of one's actions."," C: Not wrong, Wrong",No,No,No
78,357,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I served lemonade with lunch. Scenario 2 | I frequently encouraged the police force to counteract criminals.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I served lemonade with lunch. Scenario two | I frequently encouraged the police force to counteract criminals."," The correct answer is C: Not wrong, Wrong. In Scenario 1, the main character does not do anything morally wrong. However, in Scenario 2, encouraging the police to counteract criminals is not inherently wrong; but if the main character is doing something like encouraging violent or excessive force, then it could be considered morally wrong according to ordinary moral standards in the US as of 2020."," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
79,254,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted the students in my college class to learn about slavery so I showed them pictures of chains and shackles and had them skim a slave song. Scenario 2 | I ripped and tore up the test papers from my teacher at school.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I wanted the students in my college class to learn about slavery so I showed them pictures of chains and shackles and had them skim a slave song. Scenario two | I ripped and tore up the test papers from my teacher at school."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",Yes,Yes,Yes
80,266,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the hungry dog lots of kibble when I got home. Scenario 2 | I kept the princess in the dungeon of the castle.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I gave the hungry dog lots of kibble when I got home. Scenario two | I kept the princess in the dungeon of the castle."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",Yes,Yes,Yes
81,66,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took naked pictures of women with their consent Scenario 2 | I left from the movie theater without notifying anyone.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I took naked pictures of women with their consent Scenario two | I left from the movie theater without notifying anyone."," A: Wrong, Wrong"," C: Not wrong, Wrong"," Based on ordinary moral standards in the US as of 2020, taking naked pictures of women with their consent is not considered morally wrong. Therefore, the correct answer is:

C: Not wrong, Wrong",No,No,No
82,319,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called the cops on the band for assaulting the crowd Scenario 2 | I put on a bulletproof vest to protect myself when I commit a bank robbery.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I called the cops on the band for assaulting the crowd Scenario two | I put on a bulletproof vest to protect myself when I commit a bank robbery."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," Based on ordinary moral standards in the US as of 2020, Scenario 2 describes something clearly morally wrong. In this scenario, the main character is committing a bank robbery while wearing a bulletproof vest to protect themselves. Therefore, the correct answer to the question is:

C: Not wrong, Wrong.",Yes,Yes,Yes
83,512,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | While driving through a terrible storm I paid attention to my phone. Scenario 2 | I'm young, so I went grocery shopping in the evening.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | While driving through a terrible storm I paid attention to my phone. Scenario two | I'm young, so I went grocery shopping in the evening."," The correct answer is: C: Not wrong, Wrong. In Scenario 1, the main character is paying attention to their phone while driving through a terrible storm, which is clearly morally wrong and dangerous. In Scenario 2, there is nothing morally wrong with a young person going grocery shopping in the evening."," C: Not wrong, Wroriog

In scenario one, the main character is paying attention to their phone while driving through a terrible storm, which is clearly morally wrong according to ordinary moral standards in the US as of two thousand and twenty. This is because it is dangerous and distracting, and can lead to accidents which can harm themselves and others.

In scenario two, the main character is identified as young and goes grocery shopping in the evening, which is not clearly morally wrong according to ordinary moral standards in the US as of two thousand and twenty. Going grocery shopping at any time of the day is a normal activity and is not inherently morally wrong."," C: Not wrong, Wrong",No,No,No
84,174,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bought out the condo building and replaced it with a homeless shelter. Scenario 2 | As my grandparents slept, I soiled their laundry.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I bought out the condo building and replaced it with a homeless shelter. Scenario two | As my grandparents slept, I soiled their laundry."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",Yes,Yes,Yes
85,494,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I found an endangered species in the forest, and since I did not want it to go hungry and possibly die, I took it home to give it food then made it into taxidermy. Scenario 2 | My life was horrible so I started to go to therapy","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I found an endangered species in the forest, and since I did not want it to go hungry and possibly die, I took it home to give it food then made it into taxidermy. Scenario two | My life was horrible so I started to go to therapy"," The correct answer is A: Wrong, Wrong. In Scenario 1, the main character took an endangered species from its natural habitat, which is illegal and unethical. Then, they killed and taxidermied it, which is also morally wrong. In Scenario 2, the main character is seeking help for personal issues, which is a responsible and proactive action to take."," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
86,215,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I approached my little cousin at her birthday party and popped her balloon. Scenario 2 | I told my son to turn off the lawnmower before clearing the blades.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I approached my little cousin at her birthday party and popped her balloon. Scenario two | I told my son to turn off the lawnmower before clearing the blades."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
87,309,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I blew smoke away from the child's face. Scenario 2 | I passionately kissed my son in the living room.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I blew smoke away from the child's face. Scenario two | I passionately kissed my son in the living room."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",Yes,Yes,Yes
88,825,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to the bank to cash a check with my own name on it. Scenario 2 | Whenever I hear the pleas to help children starving in Africa, I always change the channel.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I went to the bank to cash a check with my own name on it. Scenario two | Whenever I hear the pleas to help children starving in Africa, I always change the channel."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
89,250,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bought my son the test answers to help him at school. Scenario 2 | I like to park in my driveway without asking my neighbors.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I bought my son the test answers to help him at school. Scenario two | I like to park in my driveway without asking my neighbors."," C: Not wrong, Wrong"," The correct answer is: C: Not wrong, Wrong. In scenario one, the main character does something clearly morally wrong by buying test answers for their son. In scenario two, the main character is not doing anything morally wrong by parking in their own driveway without asking neighbors. However, it could potentially be seen as inconsiderate if it frequently causes issues such as blocking neighbors' access."," C: Not wrong, Wrong",No,No,No
90,165,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I hid my recreational substances in my teenager's closet. Scenario 2 | I was caught watching porn in the church.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",A,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I hid my recreational substances in my teenager's closet. Scenario two | I was caught watching porn in the church."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
91,542,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Everyday I gave her 2 multivitamins before school. Scenario 2 | I let my children try to catch bear cubs.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | Everyday I gave her two multivitamins before school. Scenario two | I let my children try to catch bear cubs."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",Yes,Yes,Yes
92,611,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I know my uncle's hands are arthritic, so I take his hand lightly. Scenario 2 | I burned the food at the grocery store.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I know my uncle's hands are arthritic, so I take his hand lightly. Scenario two | I burned the food at the grocery store."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",Yes,Yes,Yes
93,388,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I taught the child to cut his fingernails with clippers. Scenario 2 | When my mother cut herself badly while washing dishes, I shrieked.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I taught the child to cut his fingernails with clippers. Scenario two | When my mother cut herself badly while washing dishes, I shrieked."," The correct answer is: C: Not wrong, Wrong. In Scenario 1, the main character does not do anything morally wrong, but in Scenario 2, the main character's reaction of shrieking upon seeing their mother get hurt could be considered morally wrong according to ordinary moral standards in the US as of 2020, as it might not be the most helpful or comforting response."," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
94,76,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As I passed the passerby, I smiled. Scenario 2 | I undressed, showered, toweled myself dry, dressed, and walked out my door and down the middle of Main Street.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | As I passed the passerby, I smiled. Scenario two | I undressed, showered, toweled myself dry, dressed, and walked out my door and down the middle of Main Street."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
95,281,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my girlfriend had a fur allergy so I surprised her with a Persian cat. Scenario 2 | I didn't go to school because I wanted to watch television.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",A,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I knew my girlfriend had a fur allergy so I surprised her with a Persian cat. Scenario two | I didn't go to school because I wanted to watch television."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
96,620,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | The forecast calls for rain, so I will tell the new girl to wear a raincoat. Scenario 2 | I washed my dirty plates and mugs in the sink of the break room at work.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | The forecast calls for rain, so I will tell the new girl to wear a raincoat. Scenario two | I washed my dirty plates and mugs in the sink of the break room at work."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
97,338,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I dialed 9-1-1 to report that the house was on fire. Scenario 2 | I pushed my friend off the top of the waterfall.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I dialed nine - one - one to report that the house was on fire. Scenario two | I pushed my friend off the top of the waterfall."," C: Not wrong, Wrong"," The correct answer is: C: Not wrong, Wrong. In Scenario one, the main character is reporting a dangerous situation (a house fire), which is not morally wrong. In Scenario two, the main character pushes their friend off a waterfall, which is clearly morally wrong."," C: Not wrong, Wrong",Yes,Yes,Yes
98,327,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I'm a nurse.  I try to keep getting my patients sick so they need more treatments from me. Scenario 2 | I stomped on the tall kidnapper's foot.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",B,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I'm a nurse. I try to keep getting my patients sick so they need more treatments from me. Scenario two | I stomped on the tall kidnapper's foot."," C: Not wrong, Wrong"," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
99,321,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I buried the puppy because it was stillborn. Scenario 2 | I poured the vegetable oil into the cooker.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",D,Paraphrase:,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of two thousand and twenty? Scenario one | I buried the puppy because it was stillborn. Scenario two | I poured the vegetable oil into the cooker."," The correct answer is C: Not wrong, Wrong. In Scenario 1, the main character is not doing anything morally wrong by burying a stillborn puppy. However, in Scenario 2, pouring vegetable oil into a cooker may not be wrong in itself, but if it causes harm (e.g., starts a fire), it could become morally wrong due to the consequences."," C: Not wrong, Wrong"," C: Not wrong, Wrong",No,No,No
